Chemical Name;Chemical ID;CAS RN;Disease Name;Disease ID;Direct Evidence;Inference Network;Inference Score;Reference Count;;;;;;;;;;;
9-chloro-2-(2-furyl)-(1;2;4)triazolo(1;5-c)quinazolin-5-imine;C052410;;Arthritis, Rheumatoid;MESH:D001172;;BMP6;4.44;1;;;;;;;;
Hydroxyeicosatetraenoic Acids;D006893;;Arthritis, Rheumatoid;MESH:D001172;;ALOX5;4.44;1;;;;;;;;;;;
N-(3-phenoxycinnamyl)acetohydroxamic acid;C056614;106328-57-8;Arthritis, Rheumatoid;MESH:D001172;;ALOX5;4.44;1;;;;;;;;;;;
ribociclib;C000589651;;Arthritis, Rheumatoid;MESH:D001172;;CDK6;4.44;1;;;;;;;;;;;
selenomethylselenocysteine;C002979;2574-71-2;Arthritis, Rheumatoid;MESH:D001172;;ABCC4|FASLG;4.44;2;;;;;;;;;;;
curdlan;C038459;54724-00-4;Sjogren's Syndrome;MESH:D012859;;STAT4;4.44;2;;;;;;;;;;;
salvianolic acid B;C076944;115939-25-8;Sjogren's Syndrome;MESH:D012859;;NCF1;4.44;1;;;;;;;;;;;
tributyltin;C011559;688-73-3;Sjogren's Syndrome;MESH:D012859;;ITSN2|TNFAIP3|TNIP1;4.44;2;;;;;;;;;;;
Finasteride;D018120;98319-26-7;Arthritis, Rheumatoid;MESH:D001172;;CAT|GRK6|IL1B|IL6|IRAK1|MIF|PTGS2|TMPO|TNF;4.43;12;;;;;;;;;;;
Trifluoperazine;D014268;117-89-5;Arthritis, Rheumatoid;MESH:D001172;;ABCB1|REL;4.43;5;;;;;;;;;;;
4-amino-5-(4-methylphenyl)-7-(tert-butyl)pyrazolo(3;4-d)pyrimidine;C108123;;Sjogren's Syndrome;MESH:D012859;;NCF1;4.43;1;;;;;;;;;;
cyclo(Trp-Asp-Pro-Val-Leu);C072247;;Sjogren's Syndrome;MESH:D012859;;NCF1;4.43;1;;;;;;;;;;;
Saquinavir;D019258;127779-20-8;Sjogren's Syndrome;MESH:D012859;;PRDM1;4.43;1;;;;;;;;;;;
AL-10 compound;C549106;;Arthritis, Rheumatoid;MESH:D001172;;PTK2;4.42;1;;;;;;;;;;;
alizarin 1-methyl ether;C035010;05/06/6170;Arthritis, Rheumatoid;MESH:D001172;;TNFRSF11B;4.42;1;;;;;;;;;;;
thiamet G;C572247;;Arthritis, Rheumatoid;MESH:D001172;;PTPRC;4.42;2;;;;;;;;;;;
11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid;C016780;64280-14-4;Sjogren's Syndrome;MESH:D012859;;FCGR2A;4.42;1;;;;;;;;;;;
2;3-bis(4-hydroxyphenyl)-propionitrile;C486182;;Sjogren's Syndrome;MESH:D012859;;IL12A;4.42;1;;;;;;;;;;
N-Formylmethionine Leucyl-Phenylalanine;D009240;59880-97-6;Sjogren's Syndrome;MESH:D012859;;NCF1;4.42;1;;;;;;;;;;;
Palm Oil;D000073878;;Sjogren's Syndrome;MESH:D012859;;IL12A|NCF1|TNFAIP3;4.42;3;;;;;;;;;;;
Pam(3)CSK(4) peptide;C508075;;Sjogren's Syndrome;MESH:D012859;;IL12A;4.42;1;;;;;;;;;;;
11;15-dioxo-9-hydroxy-2;3;4;5-tetranorprostan-1;20-dioic acid;C527346;;Arthritis, Rheumatoid;MESH:D001172;;PTGS1;4.41;1;;;;;;
1-(carboxymethyl)-3;5-diphenyl-2-methylbenzene;C115293;;Arthritis, Rheumatoid;MESH:D001172;;PTGS1;4.41;1;;;;;;;;;;
bathocuproine;C002478;4733-39-5;Arthritis, Rheumatoid;MESH:D001172;;CP;4.41;1;;;;;;;;;;;
dinophysistoxin 1;C051904;;Arthritis, Rheumatoid;MESH:D001172;;CXCR4|DDIT4|VEGFA;4.41;3;;;;;;;;;;;
Normetanephrine;D009647;97-31-4;Arthritis, Rheumatoid;MESH:D001172;;PTGS1;4.41;1;;;;;;;;;;;
methyl-beta-cyclodextrin;C108732;;Sjogren's Syndrome;MESH:D012859;;NCF1;4.41;1;;;;;;;;;;;
4-(5H-dibenzo(a;d)cyclohepten-5-ylidene)-1-(4-(2H-tetrazol-5-yl)butyl)piperidine;C569292;;Arthritis, Rheumatoid;MESH:D001172;;STAT1;4.40;1;;;;;;;;;;
bathophenanthroline disulfonic acid;C017049;28061-20-3;Arthritis, Rheumatoid;MESH:D001172;;LCN2;4.40;1;;;;;;;;;;;
Endrin;D004732;72-20-8;Arthritis, Rheumatoid;MESH:D001172;;ADIPOQ|DDIT4;4.40;2;;;;;;;;;;;
Fenthion;D005284;55-38-9;Arthritis, Rheumatoid;MESH:D001172;;CDK6|DDX6|DNASE1L3|ENO1|F2|FPGS|HSD11B1|IRAK1|PTK2|RAP2A|SOD2|TNFAIP3|TXNDC5;4.40;13;;;;;;;;;;;
perfluorododecanoic acid;C522391;;Arthritis, Rheumatoid;MESH:D001172;;GC|HSD11B1|TXNIP;4.40;2;;;;;;;;;;;
PF 956980;C554945;;Arthritis, Rheumatoid;MESH:D001172;;STAT1;4.40;1;;;;;;;;;;;
Polychlorinated Dibenzodioxins;D000072317;;Arthritis, Rheumatoid;MESH:D001172;;AHR|MIF;4.40;2;;;;;;;;;;;
SB939 compound;C557525;;Arthritis, Rheumatoid;MESH:D001172;;HDAC1;4.40;1;;;;;;;;;;;
Trimetrexate;D016597;52128-35-5;Arthritis, Rheumatoid;MESH:D001172;;DHFR;4.40;1;;;;;;;;;;;
3;5-diethoxycarbonyl-1;4-dihydrocollidine;C530773;;Sjogren's Syndrome;MESH:D012859;;IL12A;4.40;1;;;;;;;;;
3-methylquercetin;C047368;480-19-3;Sjogren's Syndrome;MESH:D012859;;NCF1;4.40;1;;;;;;;;;;;
cyhalofop-butyl;C501583;;Arthritis, Rheumatoid;MESH:D001172;;BMP4;4.39;1;;;;;;;;;;;
Fibroblast Growth Factor 2;D016222;103107-01-3;Arthritis, Rheumatoid;MESH:D001172;;RUNX2;4.39;1;;;;;;;;;;;
gemfibrozil 1-O-acylglucuronide;C094370;91683-38-4;Arthritis, Rheumatoid;MESH:D001172;;ABCC2;4.39;1;;;;;;;;;;;
Glycation End Products; Advanced;D017127;;Arthritis, Rheumatoid;MESH:D001172;;AGER;4.39;1;;;;;;;;;;
mabuterol;C044573;56341-08-3;Arthritis, Rheumatoid;MESH:D001172;;NR4A3;4.39;1;;;;;;;;;;;
temocaprilat;C069156;;Arthritis, Rheumatoid;MESH:D001172;;ABCC2;4.39;1;;;;;;;;;;;
2-xylene;C026114;95-47-6;Sjogren's Syndrome;MESH:D012859;;TNFAIP3;4.39;2;;;;;;;;;;;
Ketoconazole;D007654;65277-42-1;Sjogren's Syndrome;MESH:D012859;;NCF1|PRDM1;4.39;2;;;;;;;;;;;
Metformin;D008687;657-24-9;Sjogren's Syndrome;MESH:D012859;;NCF1|PRDM1;4.39;2;;;;;;;;;;;
Thimerosal;D013849;54-64-8;Sjogren's Syndrome;MESH:D012859;;ITSN2|TNIP1;4.39;1;;;;;;;;;;;
4-((4-(4-ethylphenyl)-2;2-dimethyl-(2H)-thiochromen-6-yl)ethynyl)benzoic acid;C121616;;Arthritis, Rheumatoid;MESH:D001172;;STS;4.38;1;;;;;;;;;;
betulin;C002503;473-98-3;Sjogren's Syndrome;MESH:D012859;;IL12A;4.38;1;;;;;;;;;;;
indirubin;C027185;479-41-4;Sjogren's Syndrome;MESH:D012859;;NCF1;4.38;1;;;;;;;;;;;
1-(1H-indol-3-yl)-3-(3H-indol-3-ylidene)propan-2-one;C547593;;Arthritis, Rheumatoid;MESH:D001172;;AHR;4.37;1;;;;;;;;;;;
1;3-di(1H-indol-3-yl)propan-2-one;C547592;;Arthritis, Rheumatoid;MESH:D001172;;AHR;4.37;1;;;;;;;;;;
1;4-dimethoxy-2-naphthoic acid;C110414;;Arthritis, Rheumatoid;MESH:D001172;;AHR;4.37;1;;;;;;;;;;
1-ethylpyrene;C121407;17088-22-1;Arthritis, Rheumatoid;MESH:D001172;;AHR;4.37;1;;;;;;;;;;;
1-methylnaphthalene;C025968;90-12-0;Arthritis, Rheumatoid;MESH:D001172;;AHR;4.37;1;;;;;;;;;;;
2-(4'-chlorophenyl)benzothiazole;C059650;6265-91-4;Arthritis, Rheumatoid;MESH:D001172;;AHR;4.37;1;;;;;;;;;;;
2-amino-4-hydroxymethyl-3;8-dimethylimidazo(4;5-f)quinoxaline;C085470;153954-29-1;Arthritis, Rheumatoid;MESH:D001172;;AHR;4.37;1;;;;;;;;;
2-benzoquinone;C025225;583-63-1;Arthritis, Rheumatoid;MESH:D001172;;AHR;4.37;1;;;;;;;;;;;
2-mercaptomethylbenzimidazole;C406304;53988-10-6;Arthritis, Rheumatoid;MESH:D001172;;AHR;4.37;1;;;;;;;;;;;
2-methylanthracene;C051247;613-12-7;Arthritis, Rheumatoid;MESH:D001172;;AHR;4.37;1;;;;;;;;;;;
(4-(7-chloroquinolin-4-yl)piperazino)(1-phenyl-5-(trifluoromethyl)-1H-pyrazol-4-yl)methanone;C000603489;;Arthritis, Rheumatoid;MESH:D001172;;BMP6;4.37;1;;;;;;;;;;;
4'-chloroflavone;C083064;10420-75-4;Arthritis, Rheumatoid;MESH:D001172;;AHR;4.37;1;;;;;;;;;;;
4'-iodoflavone;C099018;;Arthritis, Rheumatoid;MESH:D001172;;AHR;4.37;1;;;;;;;;;;;
acetyleugenol;C081939;93-28-7;Arthritis, Rheumatoid;MESH:D001172;;AHR;4.37;1;;;;;;;;;;;
AG 494;C107502;139087-53-9;Arthritis, Rheumatoid;MESH:D001172;;AHR;4.37;1;;;;;;;;;;;
benzylamine;C030796;100-46-9;Arthritis, Rheumatoid;MESH:D001172;;AHR;4.37;1;;;;;;;;;;;
Citalopram;D015283;59729-33-8;Arthritis, Rheumatoid;MESH:D001172;;ABCC2|AHR|CAT;4.37;3;;;;;;;;;;;
Cytidine Triphosphate;D003570;65-47-4;Arthritis, Rheumatoid;MESH:D001172;;AHR;4.37;1;;;;;;;;;;;
dibenzo(aj)anthracene;C041515;224-41-9;Arthritis, Rheumatoid;MESH:D001172;;AHR;4.37;1;;;;;;;;;;;
heparin-sepharose;C037405;;Arthritis, Rheumatoid;MESH:D001172;;AHR;4.37;1;;;;;;;;;;;
indol-3-yl pyruvic acid;C008122;392-12-1;Arthritis, Rheumatoid;MESH:D001172;;AHR;4.37;1;;;;;;;;;;;
liquorice decocta;C069074;;Arthritis, Rheumatoid;MESH:D001172;;AHR;4.37;1;;;;;;;;;;;
M50354;C506997;;Arthritis, Rheumatoid;MESH:D001172;;AHR;4.37;1;;;;;;;;;;;
Mineral Waters;D008900;;Arthritis, Rheumatoid;MESH:D001172;;AHR;4.37;1;;;;;;;;;;;
olcegepant;C406305;;Arthritis, Rheumatoid;MESH:D001172;;GATA3;4.37;1;;;;;;;;;;;
tiliroside;C052083;20316-62-5;Arthritis, Rheumatoid;MESH:D001172;;AHR;4.37;1;;;;;;;;;;;
Titanocene Y;C518838;;Arthritis, Rheumatoid;MESH:D001172;;FASLG;4.37;1;;;;;;;;;;;
1;3-butadiene;C031763;106-99-0;Sjogren's Syndrome;MESH:D012859;;PRDM1|STAT4;4.37;2;;;;;;;;;;
1-(4-(6-bromobenzo(1;3)dioxol-5-yl)-3a;4;5;9b-tetrahydro-3H-cyclopenta(c)quinolin-8-yl)ethanone;C517943;;Sjogren's Syndrome;MESH:D012859;;GTF2I;4.37;1;;;;;;;
aristolochic acid I;C000228;313-67-7;Sjogren's Syndrome;MESH:D012859;;GTF2I|IL12A|IRAK1BP1|NCF1|PHIP|STAT4|TNFAIP3;4.37;3;;;;;;;;;;;
2;4-dinitrobenzenesulfonic acid;C001073;89-02-1;Arthritis, Rheumatoid;MESH:D001172;;IL6|TNF;4.36;6;;;;;;;;;;
2-methoxypropanol;C092159;1589-47-5;Arthritis, Rheumatoid;MESH:D001172;;IL1B;4.36;3;;;;;;;;;;;
2-oxo-clopidogrel;C540904;;Arthritis, Rheumatoid;MESH:D001172;;PON1;4.36;1;;;;;;;;;;;
4-(2;3-dihydro-1;4-benzodioxin-6-yl)-2;4-dihydro-5-((5-nitro-2-thiazolyl)thio)-3H-1;2;4-triazol-3-one;C576038;;Arthritis, Rheumatoid;MESH:D001172;;IL1B;4.36;3;;;;;;
8-chloroguanosine;C043808;2104-68-9;Arthritis, Rheumatoid;MESH:D001172;;IL1B;4.36;3;;;;;;;;;;;
ammonium nitrate;C006568;6484-52-2;Arthritis, Rheumatoid;MESH:D001172;;IL1B;4.36;3;;;;;;;;;;;
ASTM F-75 implant alloy;C105750;;Arthritis, Rheumatoid;MESH:D001172;;IL1B;4.36;3;;;;;;;;;;;
desethylatrazine;C405102;;Arthritis, Rheumatoid;MESH:D001172;;IL1B;4.36;3;;;;;;;;;;;
Glycopeptides;D006020;;Arthritis, Rheumatoid;MESH:D001172;;IL1B;4.36;3;;;;;;;;;;;
norgestimate; ethinyl estradiol drug combination;C109079;;Arthritis, Rheumatoid;MESH:D001172;;F2;4.36;1;;;;;;;;;;
OMDM-2 cpd;C474343;;Arthritis, Rheumatoid;MESH:D001172;;IL1B;4.36;3;;;;;;;;;;;
phenyl acetate;C570634;;Arthritis, Rheumatoid;MESH:D001172;;PON1;4.36;1;;;;;;;;;;;
polyethylene glycol 1000;C000595209;;Arthritis, Rheumatoid;MESH:D001172;;IL1B;4.36;3;;;;;;;;;;;
polyethylene glycol 400;C000595213;;Arthritis, Rheumatoid;MESH:D001172;;IL1B;4.36;3;;;;;;;;;;;
Polyethylene Glycol 6000;C000595215;;Arthritis, Rheumatoid;MESH:D001172;;IL1B;4.36;3;;;;;;;;;;;
rubratoxins;C100297;;Arthritis, Rheumatoid;MESH:D001172;;ADIPOQ;4.36;1;;;;;;;;;;;
TG 003;C487497;;Arthritis, Rheumatoid;MESH:D001172;;IL1B;4.36;3;;;;;;;;;;;
AZM551248;C547126;;Sjogren's Syndrome;MESH:D012859;;DGKQ|IRAK1BP1|PTTG1;4.36;1;;;;;;;;;;;
chelerythrine;C016299;34316-15-9;Sjogren's Syndrome;MESH:D012859;;NCF1;4.36;1;;;;;;;;;;;
Oxycodone;D010098;76-42-6;Sjogren's Syndrome;MESH:D012859;;FCGR2A;4.36;1;;;;;;;;;;;
Tolbutamide;D014044;64-77-7;Sjogren's Syndrome;MESH:D012859;;TNFAIP3;4.36;2;;;;;;;;;;;
2-hydroxy-1-(2-((9-(4-methylcyclohexyl)-9H-pyrido(4';3'-4;5)pyrrolo(2;3-d)pyrimidin-2-yl)amino)-7;8-dihydro-1;6-naphthyridin-6(5H)-yl)ethanone;C000589290;;Arthritis, Rheumatoid;MESH:D001172;;CDK6;4.35;1;;;;;;
3-(2-methoxybenzylamino)-2-phenylpiperidine;C080755;136982-36-0;Arthritis, Rheumatoid;MESH:D001172;;MMP12;4.35;1;;;;;;;;;;;
Amifostine;D004999;20537-88-6;Arthritis, Rheumatoid;MESH:D001172;;IL6|MPO;4.35;3;;;;;;;;;;;
Leukotrienes;D015289;;Arthritis, Rheumatoid;MESH:D001172;;ALOX5;4.35;1;;;;;;;;;;;
monoethyl phthalate;C581825;;Arthritis, Rheumatoid;MESH:D001172;;AHR|CAT;4.35;2;;;;;;;;;;;
phenidone;C015429;92-43-3;Arthritis, Rheumatoid;MESH:D001172;;ALOX5;4.35;1;;;;;;;;;;;
Razoxane;D011929;21416-87-5;Arthritis, Rheumatoid;MESH:D001172;;ABCB1|MMP2;4.35;3;;;;;;;;;;;
echimidine;C000615871;;Sjogren's Syndrome;MESH:D012859;;PTTG1;4.35;1;;;;;;;;;;;
monomethylarsonous acid;C406082;;Sjogren's Syndrome;MESH:D012859;;TNFAIP3|TNIP1;4.35;2;;;;;;;;;;;
resorcinol;C031389;108-46-3;Sjogren's Syndrome;MESH:D012859;;IRAK1BP1;4.35;1;;;;;;;;;;;
vinclozolin;C025643;50471-44-8;Sjogren's Syndrome;MESH:D012859;;DGKQ|FCGR2A|GTF2I|PHIP|STAT4|TNIP1;4.35;2;;;;;;;;;;;
3'(R)-O-beta-D-glucopyranosyl-3';4'-dihydroxanthyletin;C498946;;Arthritis, Rheumatoid;MESH:D001172;;IL6;4.34;2;;;;;;;;;;
beta-nitrostyrene;C011955;102-96-5;Arthritis, Rheumatoid;MESH:D001172;;IL6;4.34;2;;;;;;;;;;;
concanamycin B;C036979;81552-33-2;Arthritis, Rheumatoid;MESH:D001172;;IL6;4.34;2;;;;;;;;;;;
erionite;C083174;12510-42-8;Arthritis, Rheumatoid;MESH:D001172;;IL1B|MMP12;4.34;4;;;;;;;;;;;
Histone Deacetylase Inhibitors;D056572;;Arthritis, Rheumatoid;MESH:D001172;;HDAC1;4.34;1;;;;;;;;;;;
hydroxyapatite-beta tricalcium phosphate;C074950;;Arthritis, Rheumatoid;MESH:D001172;;IL6;4.34;2;;;;;;;;;;;
Kathon 886;C037057;55965-84-9;Arthritis, Rheumatoid;MESH:D001172;;CXCL2;4.34;1;;;;;;;;;;;
lipid-linked oligosaccharides;C023023;;Arthritis, Rheumatoid;MESH:D001172;;IL6;4.34;2;;;;;;;;;;;
Norfloxacin;D009643;70458-96-7;Arthritis, Rheumatoid;MESH:D001172;;IL1B|MMP2;4.34;4;;;;;;;;;;;
olomoucine;C090046;;Arthritis, Rheumatoid;MESH:D001172;;DHFR;4.34;1;;;;;;;;;;;
YSNSG cyclopeptide;C521292;;Arthritis, Rheumatoid;MESH:D001172;;PTK2;4.34;1;;;;;;;;;;;
adefovir dipivoxil;C106812;142340-99-6;Sjogren's Syndrome;MESH:D012859;;PRDM1;4.34;1;;;;;;;;;;;
pelargonic acid;C008776;112-05-0;Sjogren's Syndrome;MESH:D012859;;IL12A;4.34;1;;;;;;;;;;;
Thapsigargin;D019284;67526-95-8;Sjogren's Syndrome;MESH:D012859;;GTF2I|PHIP|PTTG1;4.34;2;;;;;;;;;;;
1L-6-hydroxymethyl-chiro-inositol 2(R)-2-O-methyl-3-O-octadecylcarbonate;C477931;;Arthritis, Rheumatoid;MESH:D001172;;STS;4.33;1;;;;;;;;;;;
2;3;2-tetramine;C022177;4741-99-5;Arthritis, Rheumatoid;MESH:D001172;;SOD2;4.33;3;;;;;;;;;
2;3-diaminonaphthalene;C026373;771-97-1;Arthritis, Rheumatoid;MESH:D001172;;SOD2;4.33;3;;;;;;;;;;
2;4-diaminohypoxanthine;C017202;56-06-4;Arthritis, Rheumatoid;MESH:D001172;;IFNG;4.33;1;;;;;;;;;;
2-amino-4-picoline;C015672;695-34-1;Arthritis, Rheumatoid;MESH:D001172;;SOD2;4.33;3;;;;;;;;;;;
allergovit;C099681;;Arthritis, Rheumatoid;MESH:D001172;;IFNG;4.33;1;;;;;;;;;;;
BCH 1393;C108181;;Arthritis, Rheumatoid;MESH:D001172;;IFNG;4.33;1;;;;;;;;;;;
Cefixime;D020682;79350-37-1;Arthritis, Rheumatoid;MESH:D001172;;RAB8A;4.33;1;;;;;;;;;;;
cornin iridoid;C000511;548-37-8;Arthritis, Rheumatoid;MESH:D001172;;VEGFA;4.33;1;;;;;;;;;;;
diethylene glycol dimethacrylate monomer;C047521;2358-84-1;Arthritis, Rheumatoid;MESH:D001172;;SOD2;4.33;3;;;;;;;;;;;
Echinomycin;D004448;512-64-1;Arthritis, Rheumatoid;MESH:D001172;;VEGFA;4.33;1;;;;;;;;;;;
friedelin;C060796;;Arthritis, Rheumatoid;MESH:D001172;;VEGFA;4.33;1;;;;;;;;;;;
glutathione-C4;C562006;;Arthritis, Rheumatoid;MESH:D001172;;IFNG;4.33;1;;;;;;;;;;;
Hematoporphyrins;D006415;;Arthritis, Rheumatoid;MESH:D001172;;SOD2;4.33;3;;;;;;;;;;;
hiiranlactone D;C558275;;Arthritis, Rheumatoid;MESH:D001172;;IFNG;4.33;1;;;;;;;;;;;
NS 1652;C405615;;Arthritis, Rheumatoid;MESH:D001172;;IFNG;4.33;1;;;;;;;;;;;
NS-3728;C517730;;Arthritis, Rheumatoid;MESH:D001172;;IFNG;4.33;1;;;;;;;;;;;
SD-208;C511004;;Arthritis, Rheumatoid;MESH:D001172;;CXCR4;4.33;1;;;;;;;;;;;
shigyaku-san;C510945;;Arthritis, Rheumatoid;MESH:D001172;;IFNG;4.33;1;;;;;;;;;;;
terpestacin;C080890;146436-22-8;Arthritis, Rheumatoid;MESH:D001172;;VEGFA;4.33;1;;;;;;;;;;;
ZM323881;C478783;;Arthritis, Rheumatoid;MESH:D001172;;VEGFA;4.33;1;;;;;;;;;;;
Cholesterol; Dietary;D002791;;Sjogren's Syndrome;MESH:D012859;;NCF1|TNFAIP3;4.33;3;;;;;;;;;;
ethyl acetate;C007650;141-78-6;Arthritis, Rheumatoid;MESH:D001172;;CSF2;4.32;1;;;;;;;;;;;
FR 173657;C105311;;Arthritis, Rheumatoid;MESH:D001172;;BDKRB2;4.32;1;;;;;;;;;;;
ethyl 6-(N-(2-chloro-4-fluorophenyl)sulfamoyl)cyclohex-1-ene-1-carboxylate;C507035;;Sjogren's Syndrome;MESH:D012859;;TNFAIP3;4.32;2;;;;;;;;;;;
2;3-dimethoxy-1;4-naphthoquinone;C063002;6956-96-3;Arthritis, Rheumatoid;MESH:D001172;;SOD2|TNF|TNFAIP3;4.31;13;;;;;;;;;
allose;C002055;6038-51-3;Arthritis, Rheumatoid;MESH:D001172;;TXNIP;4.31;1;;;;;;;;;;;
galiellalactone;C416043;;Arthritis, Rheumatoid;MESH:D001172;;FKBP5;4.31;1;;;;;;;;;;;
Desoxycorticosterone;D003900;64-85-7;Sjogren's Syndrome;MESH:D012859;;NCF1;4.31;1;;;;;;;;;;;
Desoxycorticosterone Acetate;D064791;;Sjogren's Syndrome;MESH:D012859;;NCF1;4.31;1;;;;;;;;;;;
Idarubicin;D015255;58957-92-9;Sjogren's Syndrome;MESH:D012859;;PTTG1;4.31;1;;;;;;;;;;;
N(4)-hydroxycytidine;C010737;;Sjogren's Syndrome;MESH:D012859;;IRAK1BP1;4.31;1;;;;;;;;;;;
Felbamate;D000078328;25451-15-4;Arthritis, Rheumatoid;MESH:D001172;;ABCC3|CP;4.30;2;;;;;;;;;;;
macrosphelide A;C097798;;Arthritis, Rheumatoid;MESH:D001172;;ENO1;4.30;1;;;;;;;;;;;
Ondansetron;D017294;99614-02-5;Arthritis, Rheumatoid;MESH:D001172;;CAT|LCN2;4.30;2;;;;;;;;;;;
1;3-dihydroxy-4;4;5;5-tetramethyl-2-(4-carboxyphenyl)tetrahydroimidazole;C079393;145757-47-7;Arthritis, Rheumatoid;MESH:D001172;;CD28;4.29;3;;;;;;;
Estrenes;D004963;;Arthritis, Rheumatoid;MESH:D001172;;CTSD;4.29;1;;;;;;;;;;;
N-(4-chlorophenyl)-1-((3-(furan-2-yl)phenyl)carbonyl)piperidine-3-carboxamide;C000589288;;Arthritis, Rheumatoid;MESH:D001172;;CCN2;4.29;1;;;;;;;;;;;
nomegestrol acetate;C038501;;Arthritis, Rheumatoid;MESH:D001172;;CRP;4.29;1;;;;;;;;;;;
Ortho Evra;C511292;;Arthritis, Rheumatoid;MESH:D001172;;CRP;4.29;1;;;;;;;;;;;
Indirubin E804;C509867;;Sjogren's Syndrome;MESH:D012859;;IL12A;4.29;1;;;;;;;;;;;
LG 100815;C533894;;Sjogren's Syndrome;MESH:D012859;;PTTG1;4.29;1;;;;;;;;;;;
mirdametinib;C506614;;Sjogren's Syndrome;MESH:D012859;;PRDM1;4.29;1;;;;;;;;;;;
octa-2;4;6-trienoic acid;C062198;5205-32-3;Sjogren's Syndrome;MESH:D012859;;PTTG1;4.29;1;;;;;;;;;
Pemetrexed;D000068437;;Sjogren's Syndrome;MESH:D012859;;TNFAIP3;4.29;2;;;;;;;;;;;
1;6-diaminohexane;C007297;124-09-4;Arthritis, Rheumatoid;MESH:D001172;;MPO;4.28;2;;;;;;;;;;
2;3;3';4';6-pentachlorobiphenyl;C032903;38380-03-9;Arthritis, Rheumatoid;MESH:D001172;;ABCC3;4.28;1;;;;;;;
2-methoxyestradiol-3;17-bis-O;O-sulfamate;C500344;;Arthritis, Rheumatoid;MESH:D001172;;STS;4.28;1;;;;;;;;;
7-(3-(2-(cyclopropylmethyl)-3-methoxy-4-((methylamino)carbonyl)phenoxy)propoxy)-3;4-dihydro-8-propyl-2H-1-benzopyran-2-propanoic acid;C082206;141059-52-1;Arthritis, Rheumatoid;MESH:D001172;;MPO;4.28;2;;;;;;;;;;
8-(3-chlorostyryl)caffeine;C081320;148589-13-3;Arthritis, Rheumatoid;MESH:D001172;;ADORA2A;4.28;1;;;;;;;;;;;
8-(bis(2-methylphenyl)methyl)-3-phenyl-8-azabicyclo(3.2.1)octan-3-ol;C530605;;Arthritis, Rheumatoid;MESH:D001172;;MPO;4.28;2;;;;;;;;;;;
Aminopterin;D000630;54-62-6;Arthritis, Rheumatoid;MESH:D001172;;DHFR;4.28;1;;;;;;;;;;;
Androstenediol;D015114;521-17-5;Arthritis, Rheumatoid;MESH:D001172;;STS;4.28;1;;;;;;;;;;;
Antithrombins;D000991;;Arthritis, Rheumatoid;MESH:D001172;;F2;4.28;1;;;;;;;;;;;
blebbistatin;C472645;;Arthritis, Rheumatoid;MESH:D001172;;PTK2;4.28;1;;;;;;;;;;;
clopidogrel carboxylic acid;C528640;;Arthritis, Rheumatoid;MESH:D001172;;MPO;4.28;2;;;;;;;;;;;
diglycolic acid;C571256;;Arthritis, Rheumatoid;MESH:D001172;;ABCC3;4.28;1;;;;;;;;;;;
Halogens;D006219;;Arthritis, Rheumatoid;MESH:D001172;;MPO;4.28;2;;;;;;;;;;;
N-((2;2-dimethyl-2;3-dihydrobenzofuran-7-yloxy)ethyl)-3-(cyclopent-1-enyl)benzylamine;C518313;;Arthritis, Rheumatoid;MESH:D001172;;NR4A3;4.28;1;;;;;;;;;
S-(1;1;2;2-tetrafluoroethyl)cysteine;C064116;94840-66-1;Arthritis, Rheumatoid;MESH:D001172;;ABCC2|VEGFA;4.28;2;;;;;;;;
SC 41930;C059950;120072-59-5;Arthritis, Rheumatoid;MESH:D001172;;MPO;4.28;2;;;;;;;;;;;
tongxinluo;C513941;;Arthritis, Rheumatoid;MESH:D001172;;FASLG;4.28;1;;;;;;;;;;;
cyclonite;C009160;121-82-4;Sjogren's Syndrome;MESH:D012859;;FCGR2A;4.28;1;;;;;;;;;;;
graphene oxide;C000628730;;Sjogren's Syndrome;MESH:D012859;;IRAK1BP1;4.28;1;;;;;;;;;;;
montelukast;C093875;158966-92-8;Sjogren's Syndrome;MESH:D012859;;IL12A;4.28;1;;;;;;;;;;;
sirtinol;C439060;;Sjogren's Syndrome;MESH:D012859;;NCF1;4.28;1;;;;;;;;;;;
1;2-oleoylphosphatidylcholine;C017251;10015-85-7;Arthritis, Rheumatoid;MESH:D001172;;PON1;4.27;1;;;;;;;;;;
clindamycin phosphate;C007084;;Arthritis, Rheumatoid;MESH:D001172;;PON1;4.27;1;;;;;;;;;;;
Hydroxymercuribenzoates;D006902;;Arthritis, Rheumatoid;MESH:D001172;;PON1;4.27;1;;;;;;;;;;;
lysophosphatidylinositol;C025449;;Arthritis, Rheumatoid;MESH:D001172;;PON1;4.27;1;;;;;;;;;;;
perchlorate;C494474;;Arthritis, Rheumatoid;MESH:D001172;;CAT|MMP2|SOD2;4.27;5;;;;;;;;;;;
4-(4-(4-fluorophenoxy)benzenesulfonylamino)tetrahydropyran-4-carboxylic acid hydroxyamide;C532757;;Arthritis, Rheumatoid;MESH:D001172;;MMP2;4.26;1;;;;;;;;;;;
alpha-benzoylamino-1;4-naphthoquinone;C109682;;Arthritis, Rheumatoid;MESH:D001172;;MMP2;4.26;1;;;;;;;;;;
AMD 6221;C453459;;Arthritis, Rheumatoid;MESH:D001172;;MMP2;4.26;1;;;;;;;;;;;
