Chemical Name;Chemical ID;CAS RN;Disease Name;Disease ID;Direct Evidence;Inference Network;Inference Score;Reference Count;;;;;;;;;;;;;;
diphenylarsinic acid;C493087;;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;3.19;1;;;;;;;;;;;;;;
Lycopene;D000077276;502-65-8;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;3.19;1;;;;;;;;;;;;;;
Niacin;D009525;;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;3.19;1;;;;;;;;;;;;;;
Protein Kinase Inhibitors;D047428;;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;3.19;1;;;;;;;;;;;;;;
urushiol;C003747;53237-59-5;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;3.19;1;;;;;;;;;;;;;;
Carbon Tetrachloride;D002251;56-23-5;Neuropathy, Painful;MESH:C564945;;HMGB1|THBD;3.19;1;;;;;;;;;;;;;;
lipopolysaccharide; E coli O55-B5;C482199;;Neuropathy, Painful;MESH:C564945;;HMGB1;3.19;1;;;;;;;;;;;;;
15-deoxyprostaglandin J2;C477819;;Pain;MESH:D010146;;HGF|TNF;3.19;3;;;;;;;;;;;;;;
20-hydroxy-5;8;11;14-eicosatetraenoic acid;C055987;79551-86-3;Pain;MESH:D010146;;POMC;3.19;3;;;;;;;;;;;
Catechin;D002392;154-23-4;Pain;MESH:D010146;;AKT1|ALB|EDN1|IL2|TNF;3.19;7;;;;;;;;;;;;;;
Heparitin Sulfate;D006497;9050-30-0;Pain;MESH:D010146;;HGF;3.19;1;;;;;;;;;;;;;;
Hypochlorous Acid;D006997;7790-92-3;Pain;MESH:D010146;;ALB;3.19;1;;;;;;;;;;;;;;
LG 100268;C095104;;Pain;MESH:D010146;;KNG1;3.19;7;;;;;;;;;;;;;;
Megestrol Acetate;D019290;51154-23-5;Pain;MESH:D010146;;COMT;3.19;1;;;;;;;;;;;;;;
procyanidin B3;C479581;;Pain;MESH:D010146;;CSF2;3.19;1;;;;;;;;;;;;;;
pyridaben;C428725;96489-71-3;Pain;MESH:D010146;;OXT;3.19;2;;;;;;;;;;;;;;
retinol palmitate;C014794;79-81-2;Pain;MESH:D010146;;IL1RN;3.19;1;;;;;;;;;;;;;;
Sulfobromophthalein;D013448;297-83-6;Pain;MESH:D010146;;HGF;3.19;1;;;;;;;;;;;;;;
Tolcapone;D000077867;134308-13-7;Pain;MESH:D010146;;COMT|KNG1;3.19;8;;;;;;;;;;;;;;
trilostane;C009954;13647-35-3;Pain;MESH:D010146;;POMC;3.19;3;;;;;;;;;;;;;;
trimethyltin chloride;C040533;1066-45-1;Pain;MESH:D010146;;GRIN1|TNF;3.19;3;;;;;;;;;;;;;;
Benztropine;D001590;86-13-5;Pain, Intractable;MESH:D010148;;CXCL8;3.19;1;;;;;;;;;;;;;;
Colforsin;D005576;138605-00-2;Pain, Intractable;MESH:D010148;;CXCL8;3.19;1;;;;;;;;;;;;;;
Graphite;D006108;7782-42-5;Pain, Intractable;MESH:D010148;;CXCL8;3.19;1;;;;;;;;;;;;;;
formononetin;C007768;485-72-3;Pain, Postoperative;MESH:D010149;;ABCB1;3.19;1;;;;;;;;;;;;;;
geranylgeranyl pyrophosphate;C002963;6699-20-3;Pain, Postoperative;MESH:D010149;;ABCB1;3.19;1;;;;;;;;;;;;;;
plastochromanol 8;C013649;4382-43-8;Pain, Postoperative;MESH:D010149;;ABCB1;3.19;1;;;;;;;;;;;;;;
Terfenadine;D016593;50679-08-8;Pain, Postoperative;MESH:D010149;;ABCB1;3.19;1;;;;;;;;;;;;;;
9;10-Dimethyl-1;2-benzanthracene;D015127;57-97-6;Angina Pectoris;MESH:D000787;;PLAU;3.18;1;;;;;;;;;;;;
domoic acid;C012301;14277-97-5;Angina Pectoris;MESH:D000787;;AVP;3.18;2;;;;;;;;;;;;;;
mirdametinib;C506614;;Angina Pectoris;MESH:D000787;;PLAU;3.18;1;;;;;;;;;;;;;;
pyrachlostrobin;C513428;;Angina Pectoris;MESH:D000787;;PLAU;3.18;1;;;;;;;;;;;;;;
Rapeseed Oil;D000074262;;Angina Pectoris;MESH:D000787;;PLAU;3.18;1;;;;;;;;;;;;;;
Succimer;D004113;304-55-2;Angina Pectoris;MESH:D000787;;PLAU;3.18;1;;;;;;;;;;;;;;
Vanadates;D014638;;Angina Pectoris;MESH:D000787;;PLAU;3.18;1;;;;;;;;;;;;;;
Methimazole;D008713;60-56-0;Angina, Stable;MESH:D060050;;TLR4|TNF;3.18;1;;;;;;;;;;;;;;
Paroxetine;D017374;61869-08-7;Angina, Stable;MESH:D060050;;TNF;3.18;1;;;;;;;;;;;;;;
perfluorodecanoic acid;C036567;335-76-2;Angina, Stable;MESH:D060050;;TNF;3.18;1;;;;;;;;;;;;;;
Ritonavir;D019438;;Angina, Stable;MESH:D060050;;TNF;3.18;1;;;;;;;;;;;;;;
Bezafibrate;D001629;41859-67-0;Angina, Unstable;MESH:D000789;;CXCL8;3.18;1;;;;;;;;;;;;;;
Dinoprostone;D015232;363-24-6;Angina, Unstable;MESH:D000789;;CXCL8;3.18;1;;;;;;;;;;;;;;
Naphthoquinones;D009285;;Angina, Unstable;MESH:D000789;;CXCL8;3.18;1;;;;;;;;;;;;;;
4;4'-diaminodiphenylmethane;C009505;101-77-9;Back Pain;MESH:D001416;;PLAT;3.18;1;;;;;;;;;;;;;
Bucladesine;D003994;362-74-3;Back Pain;MESH:D001416;;PLAT;3.18;1;;;;;;;;;;;;;;
Butyric Acid;D020148;107-92-6;Back Pain;MESH:D001416;;PLAT;3.18;1;;;;;;;;;;;;;;
Glucosamine;D005944;3416-24-8;Back Pain;MESH:D001416;;PLAT;3.18;1;;;;;;;;;;;;;;
Lovastatin;D008148;75330-75-5;Back Pain;MESH:D001416;;PLAT;3.18;1;;;;;;;;;;;;;;
Triclosan;D014260;3380-34-5;Back Pain;MESH:D001416;;PLAT;3.18;1;;;;;;;;;;;;;;
bisphenol A;C006780;80-05-7;Cancer Pain;MESH:D000072716;;TMPRSS2;3.18;1;;;;;;;;;;;;;;
diethyl phthalate;C007379;84-66-2;Chest Pain;MESH:D002637;;CRH;3.18;1;;;;;;;;;;;;;;
2;4;5;2';4';5'-hexachlorobiphenyl;C014024;35065-27-1;Dysmenorrhea;MESH:D004412;;OXT;3.18;1;;;;;;;;;
3;4;5;3';4'-pentachlorobiphenyl;C023035;57465-28-8;Dysmenorrhea;MESH:D004412;;OXT;3.18;1;;;;;;;;;;
Haloperidol;D006220;52-86-8;Dysmenorrhea;MESH:D004412;;AVP;3.18;1;;;;;;;;;;;;;;
Thapsigargin;D019284;67526-95-8;Dysmenorrhea;MESH:D004412;;OXT;3.18;1;;;;;;;;;;;;;;
Sodium Selenite;D018038;10102-18-8;Eye Pain;MESH:D058447;;POMC;3.18;1;;;;;;;;;;;;;;
AM 251;C103505;;Headache;MESH:D006261;;OXT;3.18;1;;;;;;;;;;;;;;
Endocrine Disruptors;D052244;;Headache;MESH:D006261;;OXT;3.18;1;;;;;;;;;;;;;;
enzacamene;C038939;38102-62-4;Headache;MESH:D006261;;OXT;3.18;1;;;;;;;;;;;;;;
Inositol;D007294;6917-35-7;Headache;MESH:D006261;;CSF3;3.18;1;;;;;;;;;;;;;;
octylmethoxycinnamate;C118580;;Headache;MESH:D006261;;OXT;3.18;1;;;;;;;;;;;;;;
monomethyl phthalate;C517284;;Low Back Pain;MESH:D017116;;SPARC;3.18;1;;;;;;;;;;;;;;
Rosiglitazone;D000077154;;Low Back Pain;MESH:D017116;;PLAT|SPARC;3.18;2;;;;;;;;;;;;;;
Soman;D012999;96-64-0;Low Back Pain;MESH:D017116;;PLAT|SPARC;3.18;2;;;;;;;;;;;;;;
Vincristine;D014750;;Musculoskeletal Pain;MESH:D059352;;ESR1;3.18;1;;;;;;;;;;;;;;
Vitamin K 3;D024483;58-27-5;Musculoskeletal Pain;MESH:D059352;;ESR1;3.18;1;;;;;;;;;;;;;;
2-(1-carboxy-2-(3-(3;5-dichlorobenzyl)-3H-imidazol-4-yl)ethylamino)-4-methylpentanoic acid;C486469;;Neuralgia;MESH:D009437;;TNF;3.18;1;;;;;;;;;;;;;
2';3;3';4';5-pentachloro-4-hydroxybiphenyl;C111118;;Neuralgia;MESH:D009437;;CXCR2|CXCR4|CYP17A1|GRM5|HMGB1|IL12B|TAC1;3.18;6;;;;;;;;;;
2;3;4;5-Tetrahydro-7;8-dihydroxy-1-phenyl-1H-3-benzazepine;D015647;67287-49-4;Neuralgia;MESH:D009437;;TAC1;3.18;1;;;;;;;;;;
4-O-methylhonokiol;C542058;;Neuralgia;MESH:D009437;;TNF;3.18;1;;;;;;;;;;;;;;
6;7-dimethyl-2-(2E)-3-(1-methyl-2-phenyl-1H-pyrrolo(2;3-b)pyridin-3-yl-prop-2-enoyl)-1;2;3;4-tetrahydroisoquinoline hydrochloride;C508504;;Neuralgia;MESH:D009437;;TNF;3.18;1;;;;;;;;;
aceclofenac;C056498;89796-99-6;Neuralgia;MESH:D009437;;TNF;3.18;1;;;;;;;;;;;;;;
Allergens;D000485;;Neuralgia;MESH:D009437;;CXCR4;3.18;1;;;;;;;;;;;;;;
alpha-Amino-3-hydroxy-5-methyl-4-isoxazolepropionic Acid;D018350;77521-29-0;Neuralgia;MESH:D009437;;TNF;3.18;1;;;;;;;;;;;;;;
altertoxin II;C050234;56257-59-1;Neuralgia;MESH:D009437;;TNF;3.18;1;;;;;;;;;;;;;;
benphothiamine;C013835;22457-89-2;Neuralgia;MESH:D009437;;TNF;3.18;1;;;;;;;;;;;;;;
Charcoal;D002606;16291-96-6;Neuralgia;MESH:D009437;;TNF;3.18;1;;;;;;;;;;;;;;
cucurbitacin B;C041246;6199-67-3;Neuralgia;MESH:D009437;;TNF;3.18;1;;;;;;;;;;;;;;
Cullen corylifolium extract;C000612485;;Neuralgia;MESH:D009437;;CYP17A1;3.18;1;;;;;;;;;;;;;;
cupric oxide;C030973;1317-38-0;Neuralgia;MESH:D009437;;SCN10A|TNF;3.18;2;;;;;;;;;;;;;;
difenoconazole;C115058;;Neuralgia;MESH:D009437;;CYP17A1;3.18;1;;;;;;;;;;;;;;
diphenyliodonium;C031291;10182-84-0;Neuralgia;MESH:D009437;;TNF;3.18;1;;;;;;;;;;;;;;
gamma-glutamylcysteine;C017341;636-58-8;Neuralgia;MESH:D009437;;TNF;3.18;1;;;;;;;;;;;;;;
ginsenoside M1;C112772;;Neuralgia;MESH:D009437;;TNF;3.18;1;;;;;;;;;;;;;;
homocastasterone;C070164;83509-42-6;Neuralgia;MESH:D009437;;TNF;3.18;1;;;;;;;;;;;;;;
homoeriodictyol;C503231;;Neuralgia;MESH:D009437;;TNF;3.18;1;;;;;;;;;;;;;;
Honghua extract; Carthamus tinctorius;C079426;;Neuralgia;MESH:D009437;;TNF;3.18;1;;;;;;;;;;;;;
imoxin;C587358;;Neuralgia;MESH:D009437;;TNF;3.18;1;;;;;;;;;;;;;;
incomplete Freund's adjuvant;C114843;;Neuralgia;MESH:D009437;;TNF;3.18;1;;;;;;;;;;;;;;
Isothiocyanates;D017879;;Neuralgia;MESH:D009437;;TNF;3.18;1;;;;;;;;;;;;;;
JTE 013;C471998;;Neuralgia;MESH:D009437;;TNF;3.18;1;;;;;;;;;;;;;;
Methylthiouracil;D008779;56-04-2;Neuralgia;MESH:D009437;;TNF;3.18;1;;;;;;;;;;;;;;
N(6)-cyclohexyladenosine;C027513;36396-99-3;Neuralgia;MESH:D009437;;TNF;3.18;1;;;;;;;;;;;;;;
PD168393;C509204;;Neuralgia;MESH:D009437;;TNF;3.18;1;;;;;;;;;;;;;;
Rivaroxaban;D000069552;;Neuralgia;MESH:D009437;;TNF;3.18;1;;;;;;;;;;;;;;
schizandrol B;C033585;58546-54-6;Neuralgia;MESH:D009437;;TNF;3.18;1;;;;;;;;;;;;;;
SEW2871;C503964;;Neuralgia;MESH:D009437;;TNF;3.18;1;;;;;;;;;;;;;;
Shiga Toxin 2;D022641;;Neuralgia;MESH:D009437;;TNF;3.18;1;;;;;;;;;;;;;;
sophoricoside;C120642;;Neuralgia;MESH:D009437;;TNF;3.18;1;;;;;;;;;;;;;;
Temozolomide;D000077204;85622-93-1;Neuralgia;MESH:D009437;;TNF;3.18;1;;;;;;;;;;;;;;
Tiopronin;D008625;02/02/1953;Neuralgia;MESH:D009437;;TNF;3.18;1;;;;;;;;;;;;;;
triethylene glycol dimethacrylate;C020946;109-16-0;Neuralgia;MESH:D009437;;TNF;3.18;1;;;;;;;;;;;;;;
tylophorine;C004218;482-20-2;Neuralgia;MESH:D009437;;TNF;3.18;1;;;;;;;;;;;;;;
Uranium Compounds;D017974;;Neuralgia;MESH:D009437;;HMGB1;3.18;1;;;;;;;;;;;;;;
xiongshao;C528128;;Neuralgia;MESH:D009437;;TNF;3.18;1;;;;;;;;;;;;;;
zopolrestat;C067172;110703-94-1;Neuralgia;MESH:D009437;;TNF;3.18;1;;;;;;;;;;;;;;
Acetaldehyde;D000079;75-07-0;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;3.18;1;;;;;;;;;;;;;;
Aerosols;D000336;;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;3.18;1;;;;;;;;;;;;;;
daidzein;C004742;486-66-8;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;3.18;1;;;;;;;;;;;;;;
Imatinib Mesylate;D000068877;;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;3.18;1;;;;;;;;;;;;;;
NSC668394;C570897;;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;3.18;1;;;;;;;;;;;;;;
Silymarin;D012838;;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;3.18;1;;;;;;;;;;;;;;
Fenretinide;D017313;65646-68-6;Neuropathy, Painful;MESH:C564945;;THBD;3.18;1;;;;;;;;;;;;;;
2-(4-((4-(6-methoxy-3-pyridinyl)-5-(4-(trifluoromethoxy)phenyl)-2-thiazolyl)methoxy)-2-methylphenoxy)acetic acid;C573693;;Pain;MESH:D010146;;AQP1;3.18;1;;;;;;;;;;;;;;
3;4-dihydroxyphenylethanol;C005975;10597-60-1;Pain;MESH:D010146;;AKT1|TNF;3.18;3;;;;;;;;;;;;;
4-((3-bromophenyl)amino)-6;7-dimethoxyquinazoline;C088860;;Pain;MESH:D010146;;AKT1|TNF;3.18;3;;;;;;;;;;;;;
cobalt oxide;C060728;11104-61-3;Pain;MESH:D010146;;AKT1|TNF;3.18;3;;;;;;;;;;;;;;
CRT 0066101;C551536;;Pain;MESH:D010146;;AKT1|TNF;3.18;3;;;;;;;;;;;;;;
demethoxycurcumin;C050229;24939-17-1;Pain;MESH:D010146;;AKT1|TNF;3.18;3;;;;;;;;;;;;;;
Dichlorodiphenyl Dichloroethylene;D003633;72-55-9;Pain;MESH:D010146;;ABCB1A|ADM|ALB|AVP|CRH|GRIN1|HTR1A|NRG1|OXT|POMC|TNF;3.18;14;;;;;;;;;;;;;;
diphenyldiselenide;C061132;1666-13-3;Pain;MESH:D010146;;ALB|TNF;3.18;3;;;;;;;;;;;;;;
(E)-4-((2-N-(4-methoxybenzenesulfonyl)amino)stilbazole)1-oxide;C479799;;Pain;MESH:D010146;;HGF;3.18;1;;;;;;;;;;;;;;
lead chloride;C029891;7758-95-4;Pain;MESH:D010146;;EDN1|GRIN1|IL2|TNF;3.18;6;;;;;;;;;;;;;;
Magnesium Chloride;D015636;7786-30-3;Pain;MESH:D010146;;HGF;3.18;1;;;;;;;;;;;;;;
Metyrapone;D008797;54-36-4;Pain;MESH:D010146;;POMC|TNF;3.18;5;;;;;;;;;;;;;;
NG-Nitroarginine Methyl Ester;D019331;50903-99-6;Pain;MESH:D010146;;TNF|TRPA1;3.18;3;;;;;;;;;;;;;;
N-(N-(3;5-difluorophenacetyl)alanyl)phenylglycine tert-butyl ester;C419410;;Pain;MESH:D010146;;AKT1|TNF;3.18;3;;;;;;;;;;;;;
oxybutynin;C005419;5633-20-5;Pain;MESH:D010146;;DRD2;3.18;1;;;;;;;;;;;;;;
phenyl-N-tert-butylnitrone;C029217;3376-24-7;Pain;MESH:D010146;;GRIN1;3.18;1;;;;;;;;;;;;;;
Phosphorus;D010758;7723-14-0;Pain;MESH:D010146;;ALB|IL1RN;3.18;2;;;;;;;;;;;;;;
Ritodrine;D012312;26652-09-5;Pain;MESH:D010146;;OXT;3.18;2;;;;;;;;;;;;;;
SU 5402;C105686;;Pain;MESH:D010146;;AKT1|TNF;3.18;3;;;;;;;;;;;;;;
urushiol;C003747;53237-59-5;Pain;MESH:D010146;;TAC1;3.18;2;;;;;;;;;;;;;;
Dust;D004391;;Pain, Intractable;MESH:D010148;;CXCL8;3.18;1;;;;;;;;;;;;;;
Okadaic Acid;D019319;78111-17-8;Pain, Intractable;MESH:D010148;;CXCL8;3.18;1;;;;;;;;;;;;;;
Silver Compounds;D018030;;Pain, Intractable;MESH:D010148;;CXCL8;3.18;1;;;;;;;;;;;;;;
Carbofuran;D002235;1563-66-2;Angina Pectoris;MESH:D000787;;PLAU;3.17;1;;;;;;;;;;;;;;
Colchicine;D003078;64-86-8;Angina Pectoris;MESH:D000787;;AVP;3.17;2;;;;;;;;;;;;;;
Corticosterone;D003345;50-22-6;Angina Pectoris;MESH:D000787;;AVP;3.17;2;;;;;;;;;;;;;;
Dichlorodiphenyl Dichloroethylene;D003633;72-55-9;Angina Pectoris;MESH:D000787;;AVP;3.17;2;;;;;;;;;;;;;;
Galactose;D005690;26566-61-0;Angina Pectoris;MESH:D000787;;PLAU;3.17;1;;;;;;;;;;;;;;
Ifosfamide;D007069;3778-73-2;Angina Pectoris;MESH:D000787;;AVP;3.17;2;;;;;;;;;;;;;;
Methylcholanthrene;D008748;56-49-5;Angina Pectoris;MESH:D000787;;PLAU;3.17;1;;;;;;;;;;;;;;
Morphine;D009020;57-27-2;Angina Pectoris;MESH:D000787;;AVP;3.17;2;;;;;;;;;;;;;;
Triiodothyronine;D014284;03/02/6893;Angina Pectoris;MESH:D000787;;AVP;3.17;2;;;;;;;;;;;;;;
Clorgyline;D003010;17780-72-2;Angina, Stable;MESH:D060050;;TNF;3.17;1;;;;;;;;;;;;;;
Latex;D007840;;Angina, Stable;MESH:D060050;;TNF;3.17;1;;;;;;;;;;;;;;
Nitroprusside;D009599;15078-28-1;Angina, Stable;MESH:D060050;;TNF;3.17;1;;;;;;;;;;;;;;
Serotonin;D012701;50-67-9;Angina, Stable;MESH:D060050;;TNF;3.17;1;;;;;;;;;;;;;;
2;4-Dichlorophenoxyacetic Acid;D015084;94-75-7;Angina, Unstable;MESH:D000789;;CXCL8;3.17;1;;;;;;;;;;;;;
Daunorubicin;D003630;20830-81-3;Angina, Unstable;MESH:D000789;;CXCL8;3.17;1;;;;;;;;;;;;;;
Deoxycholic Acid;D003840;83-44-3;Angina, Unstable;MESH:D000789;;CXCL8;3.17;1;;;;;;;;;;;;;;
Glucosamine;D005944;3416-24-8;Angina, Unstable;MESH:D000789;;CXCL8;3.17;1;;;;;;;;;;;;;;
Deoxycholic Acid;D003840;83-44-3;Arthralgia;MESH:D018771;;CSF3;3.17;1;;;;;;;;;;;;;;
Heparin;D006493;9005-49-6;Arthralgia;MESH:D018771;;CSF3;3.17;1;;;;;;;;;;;;;;
Prednisone;D011241;53-03-2;Back Pain;MESH:D001416;;PLAT;3.17;1;;;;;;;;;;;;;;
Temozolomide;D000077204;85622-93-1;Back Pain;MESH:D001416;;PLAT;3.17;1;;;;;;;;;;;;;;
Norepinephrine;D009638;51-41-2;Chest Pain;MESH:D002637;;CRH;3.17;1;;;;;;;;;;;;;;
thifluzamide;C494892;;Chest Pain;MESH:D002637;;CRH;3.17;1;;;;;;;;;;;;;;
Thyroxine;D013974;7488-70-2;Chest Pain;MESH:D002637;;CRH;3.17;1;;;;;;;;;;;;;;
fullerene C60;C069837;99685-96-8;Dysmenorrhea;MESH:D004412;;AVP;3.17;1;;;;;;;;;;;;;;
Carbon Tetrachloride;D002251;56-23-5;Low Back Pain;MESH:D017116;;PLAT|SPARC;3.17;2;;;;;;;;;;;;;;
ochratoxin A;C025589;303-47-9;Musculoskeletal Pain;MESH:D059352;;ESR1;3.17;1;;;;;;;;;;;;;;
azoxystrobin;C087670;131860-33-8;Neuralgia;MESH:D009437;;CXCR4|CYP17A1|TNF;3.17;3;;;;;;;;;;;;;;
Enzyme Inhibitors;D004791;;Neuralgia;MESH:D009437;;HMGB1;3.17;1;;;;;;;;;;;;;;
Fructose;D005632;30237-26-4;Neuralgia;MESH:D009437;;AGER|IL12B|TNF|TNFSF8;3.17;3;;;;;;;;;;;;;;
lard;C029310;61789-99-9;Neuralgia;MESH:D009437;;IL12B|TNF|TNFSF8;3.17;2;;;;;;;;;;;;;;
2;4-diaminotoluene;C010914;95-80-7;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;3.17;1;;;;;;;;;;;;;
alpha-Tocopherol;D024502;59-02-9;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;3.17;1;;;;;;;;;;;;;;
Asbestos;D001194;1332-21-4;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;3.17;1;;;;;;;;;;;;;;
butyraldehyde;C018475;123-72-8;Neuralgia, Postherpetic;MESH:D051474;;CXCL8|SCN9A;3.17;2;;;;;;;;;;;;;;
diethyl phthalate;C007379;84-66-2;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;3.17;1;;;;;;;;;;;;;;
Homocysteine;D006710;454-28-4;Neuralgia, Postherpetic;MESH:D051474;;CXCL8;3.17;1;;;;;;;;;;;;;;
Dronabinol;D013759;;Neuropathy, Painful;MESH:C564945;;THBD;3.17;1;;;;;;;;;;;;;;
(+)-JQ1 compound;C561695;;Neuropathy, Painful;MESH:C564945;;THBD;3.17;1;;;;;;;;;;;;;;
Mercuric Chloride;D008627;7487-94-7;Neuropathy, Painful;MESH:C564945;;HMGB1;3.17;1;;;;;;;;;;;;;;
1-cyano-2-hydroxy-3-butene;C055903;27451-36-1;Pain;MESH:D010146;;ALB;3.17;1;;;;;;;;;;;;;;
2;6-dihydroxyanthraquinone;C034889;84-60-6;Pain;MESH:D010146;;ALB;3.17;1;;;;;;;;;;;;;
Benzethonium;D001558;121-54-0;Pain;MESH:D010146;;IL2;3.17;1;;;;;;;;;;;;;;
Coordination Complexes;D056831;;Pain;MESH:D010146;;ALB;3.17;1;;;;;;;;;;;;;;
Dacarbazine;D003606;04/03/4342;Pain;MESH:D010146;;IFNA2|TNF;3.17;3;;;;;;;;;;;;;;
Iodides;D007454;;Pain;MESH:D010146;;AQP1;3.17;1;;;;;;;;;;;;;;
Naphthalenes;D009281;;Pain;MESH:D010146;;COMT|GCH1;3.17;2;;;;;;;;;;;;;;
panaxydol;C055778;72800-72-7;Pain;MESH:D010146;;ALB;3.17;1;;;;;;;;;;;;;;
Gemcitabine;D000093542;;Pain, Intractable;MESH:D010148;;CXCL8;3.17;1;;;;;;;;;;;;;;
Menthol;D008610;1490-04-6;Pain, Intractable;MESH:D010148;;CXCL8;3.17;1;;;;;;;;;;;;;;
pyrazolanthrone;C432165;;Pain, Intractable;MESH:D010148;;CXCL8;3.17;1;;;;;;;;;;;;;;
rhodioloside;C009172;;Pain, Postoperative;MESH:D010149;;ABCB1;3.17;1;;;;;;;;;;;;;;
Azoxymethane;D001397;25843-45-2;Angina Pectoris;MESH:D000787;;PLAU;3.16;1;;;;;;;;;;;;;;
baicalein;C006680;491-67-8;Angina Pectoris;MESH:D000787;;PLAU;3.16;1;;;;;;;;;;;;;;
Chloroquine;D002738;54-05-7;Angina Pectoris;MESH:D000787;;AVP;3.16;2;;;;;;;;;;;;;;
Fluoxetine;D005473;54910-89-3;Angina Pectoris;MESH:D000787;;AVP;3.16;2;;;;;;;;;;;;;;
Silybin;D000077385;22888-70-6;Angina Pectoris;MESH:D000787;;PLAU;3.16;1;;;;;;;;;;;;;;
14-deoxy-11;12-didehydroandrographolide;C495626;;Angina, Stable;MESH:D060050;;TNF;3.16;1;;;;;;;;;;;;;
2-amino-3;8-dimethylimidazo(4;5-f)quinoxaline;C036990;77500-04-0;Angina, Stable;MESH:D060050;;TNF;3.16;1;;;;;;;;;;;;
Aspartame;D001218;22839-47-0;Angina, Stable;MESH:D060050;;TNF;3.16;1;;;;;;;;;;;;;;
Levofloxacin;D064704;100986-85-4;Angina, Stable;MESH:D060050;;TNF;3.16;1;;;;;;;;;;;;;;
N-Nitrosopyrrolidine;D009242;930-55-2;Angina, Stable;MESH:D060050;;TLR4;3.16;1;;;;;;;;;;;;;;
titanium dioxide;C009495;13463-67-7;Angina, Stable;MESH:D060050;;MMP9|TLR4|TNF;3.16;1;;;;;;;;;;;;;;
Trichloroethylene;D014241;79-01-6;Angina, Stable;MESH:D060050;;MMP9|TLR4|TNF;3.16;1;;;;;;;;;;;;;;
9;10-Dimethyl-1;2-benzanthracene;D015127;57-97-6;Angina, Unstable;MESH:D000789;;PLAU;3.16;1;;;;;;;;;;;;
Bucladesine;D003994;362-74-3;Angina, Unstable;MESH:D000789;;CXCL8;3.16;1;;;;;;;;;;;;;;
Butyric Acid;D020148;107-92-6;Angina, Unstable;MESH:D000789;;CXCL8;3.16;1;;;;;;;;;;;;;;
Cholesterol;D002784;57-88-5;Angina, Unstable;MESH:D000789;;CXCL8;3.16;1;;;;;;;;;;;;;;
Methylcholanthrene;D008748;56-49-5;Angina, Unstable;MESH:D000789;;PLAU;3.16;1;;;;;;;;;;;;;;
Sunitinib;D000077210;;Angina, Unstable;MESH:D000789;;CXCL8|PAPPA|PLAU;3.16;3;;;;;;;;;;;;;;
butylbenzyl phthalate;C027561;85-68-7;Back Pain;MESH:D001416;;PLAT;3.16;1;;;;;;;;;;;;;;
Finasteride;D018120;98319-26-7;Chest Pain;MESH:D002637;;CRH;3.16;1;;;;;;;;;;;;;;
Chlorodiphenyl (54% Chlorine);D020111;11097-69-1;Dysmenorrhea;MESH:D004412;;AVP;3.16;1;;;;;;;;;;;;;;
Methotrexate;D008727;59-05-2;Dysmenorrhea;MESH:D004412;;AVP;3.16;1;;;;;;;;;;;;;;
1;2;3;4-tetrahydroisoquinoline;C014843;;Headache;MESH:D006261;;IL6;3.16;1;;;;;;;;;;;
15-keto-5;8;11;13-eicosatetraenoic acid;C054992;81416-72-0;Headache;MESH:D006261;;IL6;3.16;1;;;;;;;;;;;
3;5-dibromo-4-(3;4-dimethoxyphenyl)-1H-pyrrole-2-carboxylic acid ethyl ester;C521391;;Headache;MESH:D006261;;IL6;3.16;1;;;;;;;;;;;;
4-methyl-2-((2-methylbenzyl) amino)-1;3-thiazole-5-carboxylic acid;C000628268;;Headache;MESH:D006261;;IL6;3.16;1;;;;;;;;;;;;;
4-methylumbelliferyl acetate;C032078;09/05/2747;Headache;MESH:D006261;;IL6;3.16;1;;;;;;;;;;;;;;
AG-879;C081020;;Headache;MESH:D006261;;IL6;3.16;1;;;;;;;;;;;;;;
aluminum phosphate;C012714;13765-93-0;Headache;MESH:D006261;;IL6;3.16;1;;;;;;;;;;;;;;
ambrisentan;C467894;;Headache;MESH:D006261;;IL6;3.16;1;;;;;;;;;;;;;;
amyrone;C511312;;Headache;MESH:D006261;;IL6;3.16;1;;;;;;;;;;;;;;
astressin-2B;C528574;;Headache;MESH:D006261;;IL6;3.16;1;;;;;;;;;;;;;;
benzyl-alpha-N-acetylgalactosamine;C080739;3554-93-6;Headache;MESH:D006261;;IL6;3.16;1;;;;;;;;;;;;;;
Biflavonoids;D044946;;Headache;MESH:D006261;;IL6;3.16;1;;;;;;;;;;;;;;
bis(3-hydroxyphenyl) diselenide;C541028;;Headache;MESH:D006261;;IL6;3.16;1;;;;;;;;;;;;;;
